,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
4,Wed Oct 20 2021,19:30,Boston Celtics,134,New York Knicks,138,2,19812.0,Madison Square Garden (IV),New York Knicks,True,4,4
19,Fri Oct 22 2021,19:30,Toronto Raptors,115,Boston Celtics,83,0,19156.0,TD Garden,Toronto Raptors,False,-32,32
35,Sun Oct 24 2021,19:00,Boston Celtics,107,Houston Rockets,97,0,16069.0,Toyota Center,Boston Celtics,False,-10,10
40,Mon Oct 25 2021,19:00,Boston Celtics,140,Charlotte Hornets,129,1,17238.0,Spectrum Center,Boston Celtics,False,-11,11
55,Wed Oct 27 2021,19:30,Washington Wizards,116,Boston Celtics,107,0,19156.0,TD Garden,Washington Wizards,False,-9,9
77,Sat Oct 30 2021,17:00,Boston Celtics,112,Washington Wizards,115,2,15813.0,Capital One Arena,Washington Wizards,True,3,3
97,Mon Nov 1 2021,19:30,Chicago Bulls,128,Boston Celtics,114,0,19156.0,TD Garden,Chicago Bulls,False,-14,14
109,Wed Nov 3 2021,19:00,Boston Celtics,92,Orlando Magic,79,0,12735.0,Amway Center,Boston Celtics,False,-13,13
120,Thu Nov 4 2021,19:30,Boston Celtics,95,Miami Heat,78,0,19600.0,FTX Arena,Boston Celtics,False,-17,17
135,Sat Nov 6 2021,20:30,Boston Celtics,104,Dallas Mavericks,107,0,20052.0,American Airlines Center,Dallas Mavericks,True,3,3
159,Wed Nov 10 2021,19:30,Toronto Raptors,88,Boston Celtics,104,0,19156.0,TD Garden,Boston Celtics,True,16,16
174,Fri Nov 12 2021,19:30,Milwaukee Bucks,113,Boston Celtics,122,1,19156.0,TD Garden,Boston Celtics,True,9,9
189,Sat Nov 13 2021,20:00,Boston Celtics,89,Cleveland Cavaliers,91,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,2,2
198,Mon Nov 15 2021,19:00,Boston Celtics,98,Cleveland Cavaliers,92,0,17186.0,Rocket Mortgage Fieldhouse,Boston Celtics,False,-6,6
214,Wed Nov 17 2021,19:30,Boston Celtics,99,Atlanta Hawks,110,0,16445.0,State Farm Arena,Atlanta Hawks,True,11,11
231,Fri Nov 19 2021,19:30,Los Angeles Lakers,108,Boston Celtics,130,0,19156.0,TD Garden,Boston Celtics,True,22,22
242,Sat Nov 20 2021,19:30,Oklahoma City Thunder,105,Boston Celtics,111,0,19156.0,TD Garden,Boston Celtics,True,6,6
255,Mon Nov 22 2021,19:30,Houston Rockets,90,Boston Celtics,108,0,19156.0,TD Garden,Boston Celtics,True,18,18
269,Wed Nov 24 2021,19:30,Brooklyn Nets,123,Boston Celtics,104,0,19156.0,TD Garden,Brooklyn Nets,False,-19,19
286,Fri Nov 26 2021,20:30,Boston Celtics,88,San Antonio Spurs,96,0,15360.0,AT&T Center,San Antonio Spurs,True,8,8
302,Sun Nov 28 2021,18:00,Boston Celtics,109,Toronto Raptors,97,0,19800.0,Scotiabank Arena,Boston Celtics,False,-12,12
321,Wed Dec 1 2021,19:30,Philadelphia 76ers,87,Boston Celtics,88,0,19156.0,TD Garden,Boston Celtics,True,1,1
338,Fri Dec 3 2021,21:00,Boston Celtics,130,Utah Jazz,137,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,7,7
346,Sat Dec 4 2021,22:00,Boston Celtics,145,Portland Trail Blazers,117,0,18193.0,Moda Center,Boston Celtics,False,-28,28
364,Tue Dec 7 2021,22:00,Boston Celtics,102,Los Angeles Lakers,117,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True,15,15
377,Wed Dec 8 2021,22:30,Boston Celtics,111,Los Angeles Clippers,114,0,17064.0,Crypto.com Arena,Los Angeles Clippers,True,3,3
389,Fri Dec 10 2021,22:00,Boston Celtics,90,Phoenix Suns,111,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,21,21
407,Mon Dec 13 2021,19:30,Milwaukee Bucks,103,Boston Celtics,117,0,19156.0,TD Garden,Boston Celtics,True,14,14
432,Fri Dec 17 2021,19:30,Golden State Warriors,111,Boston Celtics,107,0,19156.0,TD Garden,Golden State Warriors,False,-4,4
439,Sat Dec 18 2021,19:00,New York Knicks,107,Boston Celtics,114,0,19156.0,TD Garden,Boston Celtics,True,7,7
451,Mon Dec 20 2021,19:30,Philadelphia 76ers,108,Boston Celtics,103,0,19156.0,TD Garden,Philadelphia 76ers,False,-5,5
463,Wed Dec 22 2021,19:30,Cleveland Cavaliers,101,Boston Celtics,111,0,19156.0,TD Garden,Boston Celtics,True,10,10
479,Sat Dec 25 2021,14:30,Boston Celtics,113,Milwaukee Bucks,117,0,17341.0,Fiserv Forum,Milwaukee Bucks,True,4,4
493,Mon Dec 27 2021,20:00,Boston Celtics,103,Minnesota Timberwolves,108,0,15962.0,Target Center,Minnesota Timberwolves,True,5,5
508,Wed Dec 29 2021,19:30,Los Angeles Clippers,91,Boston Celtics,82,0,19156.0,TD Garden,Los Angeles Clippers,False,-9,9
517,Fri Dec 31 2021,13:00,Phoenix Suns,108,Boston Celtics,123,0,19156.0,TD Garden,Boston Celtics,True,15,15
534,Sun Jan 2 2022,18:00,Orlando Magic,111,Boston Celtics,116,1,19156.0,TD Garden,Boston Celtics,True,5,5
558,Wed Jan 5 2022,19:30,San Antonio Spurs,99,Boston Celtics,97,0,19156.0,TD Garden,San Antonio Spurs,False,-2,2
566,Thu Jan 6 2022,19:30,Boston Celtics,105,New York Knicks,108,0,17529.0,Madison Square Garden (IV),New York Knicks,True,3,3
583,Sat Jan 8 2022,19:30,New York Knicks,75,Boston Celtics,99,0,19156.0,TD Garden,Boston Celtics,True,24,24
597,Mon Jan 10 2022,19:30,Indiana Pacers,98,Boston Celtics,101,1,19156.0,TD Garden,Boston Celtics,True,3,3
608,Wed Jan 12 2022,19:00,Boston Celtics,119,Indiana Pacers,100,0,13560.0,Gainbridge Fieldhouse,Boston Celtics,False,-19,19
625,Fri Jan 14 2022,19:00,Boston Celtics,99,Philadelphia 76ers,111,0,20444.0,Wells Fargo Center,Philadelphia 76ers,True,12,12
