,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
6,Wed Oct 20 2021,20:00,Cleveland Cavaliers,121,Memphis Grizzlies,132,0,15975.0,FedEx Forum,Memphis Grizzlies,True,11,11
33,Sat Oct 23 2021,22:30,Memphis Grizzlies,120,Los Angeles Clippers,114,0,16748.0,Crypto.com Arena,Memphis Grizzlies,False,-6,6
39,Sun Oct 24 2021,21:30,Memphis Grizzlies,118,Los Angeles Lakers,121,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True,3,3
62,Wed Oct 27 2021,22:00,Memphis Grizzlies,96,Portland Trail Blazers,116,0,16241.0,Moda Center,Portland Trail Blazers,True,20,20
69,Thu Oct 28 2021,22:00,Memphis Grizzlies,104,Golden State Warriors,101,1,18064.0,Chase Center,Memphis Grizzlies,False,-3,3
83,Sat Oct 30 2021,20:00,Miami Heat,129,Memphis Grizzlies,103,0,15989.0,FedEx Forum,Miami Heat,False,-26,26
99,Mon Nov 1 2021,20:00,Denver Nuggets,97,Memphis Grizzlies,106,0,12683.0,FedEx Forum,Memphis Grizzlies,True,9,9
113,Wed Nov 3 2021,20:00,Denver Nuggets,106,Memphis Grizzlies,108,0,12977.0,FedEx Forum,Memphis Grizzlies,True,2,2
125,Fri Nov 5 2021,19:00,Memphis Grizzlies,87,Washington Wizards,115,0,16302.0,Capital One Arena,Washington Wizards,True,28,28
148,Mon Nov 8 2021,20:00,Minnesota Timberwolves,118,Memphis Grizzlies,125,1,12416.0,FedEx Forum,Memphis Grizzlies,True,7,7
163,Wed Nov 10 2021,20:00,Charlotte Hornets,118,Memphis Grizzlies,108,0,13880.0,FedEx Forum,Charlotte Hornets,False,-10,10
177,Fri Nov 12 2021,20:00,Phoenix Suns,119,Memphis Grizzlies,94,0,15886.0,FedEx Forum,Phoenix Suns,False,-25,25
186,Sat Nov 13 2021,19:00,Memphis Grizzlies,101,New Orleans Pelicans,112,0,14358.0,Smoothie King Center,New Orleans Pelicans,True,11,11
204,Mon Nov 15 2021,20:00,Houston Rockets,102,Memphis Grizzlies,136,0,11482.0,FedEx Forum,Memphis Grizzlies,True,34,34
225,Thu Nov 18 2021,20:00,Los Angeles Clippers,108,Memphis Grizzlies,120,0,13419.0,FedEx Forum,Memphis Grizzlies,True,12,12
244,Sat Nov 20 2021,20:00,Memphis Grizzlies,95,Minnesota Timberwolves,138,0,17136.0,Target Center,Minnesota Timberwolves,True,43,43
260,Mon Nov 22 2021,21:00,Memphis Grizzlies,119,Utah Jazz,118,0,18306.0,Vivint Smart Home Arena,Memphis Grizzlies,False,-1,1
271,Wed Nov 24 2021,20:00,Toronto Raptors,126,Memphis Grizzlies,113,0,15409.0,FedEx Forum,Toronto Raptors,False,-13,13
284,Fri Nov 26 2021,20:00,Atlanta Hawks,132,Memphis Grizzlies,100,0,16622.0,FedEx Forum,Atlanta Hawks,False,-32,32
301,Sun Nov 28 2021,18:00,Sacramento Kings,101,Memphis Grizzlies,128,0,12844.0,FedEx Forum,Memphis Grizzlies,True,27,27
314,Tue Nov 30 2021,19:30,Memphis Grizzlies,98,Toronto Raptors,91,0,19800.0,Scotiabank Arena,Memphis Grizzlies,False,-7,7
329,Thu Dec 2 2021,20:00,Oklahoma City Thunder,79,Memphis Grizzlies,152,0,13103.0,FedEx Forum,Memphis Grizzlies,True,73,73
344,Sat Dec 4 2021,20:30,Memphis Grizzlies,97,Dallas Mavericks,90,0,19396.0,American Airlines Center,Memphis Grizzlies,False,-7,7
355,Mon Dec 6 2021,19:30,Memphis Grizzlies,105,Miami Heat,90,0,19600.0,FTX Arena,Memphis Grizzlies,False,-15,15
372,Wed Dec 8 2021,20:00,Dallas Mavericks,104,Memphis Grizzlies,96,0,14025.0,FedEx Forum,Dallas Mavericks,False,-8,8
379,Thu Dec 9 2021,20:00,Los Angeles Lakers,95,Memphis Grizzlies,108,0,16334.0,FedEx Forum,Memphis Grizzlies,True,13,13
393,Sat Dec 11 2021,20:00,Houston Rockets,106,Memphis Grizzlies,113,0,17794.0,FedEx Forum,Memphis Grizzlies,True,7,7
408,Mon Dec 13 2021,20:00,Philadelphia 76ers,91,Memphis Grizzlies,126,0,13420.0,FedEx Forum,Memphis Grizzlies,True,35,35
423,Wed Dec 15 2021,22:00,Memphis Grizzlies,113,Portland Trail Blazers,103,0,15773.0,Moda Center,Memphis Grizzlies,False,-10,10
437,Fri Dec 17 2021,22:00,Memphis Grizzlies,124,Sacramento Kings,105,0,14659.0,Golden 1 Center,Memphis Grizzlies,False,-19,19
446,Sun Dec 19 2021,18:00,Portland Trail Blazers,105,Memphis Grizzlies,100,0,15977.0,FedEx Forum,Portland Trail Blazers,False,-5,5
453,Mon Dec 20 2021,20:00,Oklahoma City Thunder,102,Memphis Grizzlies,99,0,15721.0,FedEx Forum,Oklahoma City Thunder,False,-3,3
476,Thu Dec 23 2021,22:00,Memphis Grizzlies,104,Golden State Warriors,113,0,18064.0,Chase Center,Golden State Warriors,True,9,9
485,Sun Dec 26 2021,18:00,Memphis Grizzlies,127,Sacramento Kings,102,0,15685.0,Golden 1 Center,Memphis Grizzlies,False,-25,25
495,Mon Dec 27 2021,21:00,Memphis Grizzlies,114,Phoenix Suns,113,0,17071.0,Phoenix Suns Arena,Memphis Grizzlies,False,-1,1
510,Wed Dec 29 2021,20:00,Los Angeles Lakers,99,Memphis Grizzlies,104,0,17794.0,FedEx Forum,Memphis Grizzlies,True,5,5
523,Fri Dec 31 2021,20:00,San Antonio Spurs,105,Memphis Grizzlies,118,0,15412.0,FedEx Forum,Memphis Grizzlies,True,13,13
542,Mon Jan 3 2022,19:30,Memphis Grizzlies,118,Brooklyn Nets,104,0,17089.0,Barclays Center,Memphis Grizzlies,False,-14,14
550,Tue Jan 4 2022,19:00,Memphis Grizzlies,110,Cleveland Cavaliers,106,0,18178.0,Rocket Mortgage Fieldhouse,Memphis Grizzlies,False,-4,4
567,Thu Jan 6 2022,20:00,Detroit Pistons,88,Memphis Grizzlies,118,0,12983.0,FedEx Forum,Memphis Grizzlies,True,30,30
579,Sat Jan 8 2022,15:30,Memphis Grizzlies,123,Los Angeles Clippers,108,0,17936.0,Crypto.com Arena,Memphis Grizzlies,False,-15,15
594,Sun Jan 9 2022,21:30,Memphis Grizzlies,127,Los Angeles Lakers,119,0,18288.0,Crypto.com Arena,Memphis Grizzlies,False,-8,8
605,Tue Jan 11 2022,20:00,Golden State Warriors,108,Memphis Grizzlies,116,0,17794.0,FedEx Forum,Memphis Grizzlies,True,8,8
618,Thu Jan 13 2022,20:00,Minnesota Timberwolves,108,Memphis Grizzlies,116,0,15881.0,FedEx Forum,Memphis Grizzlies,True,8,8
629,Fri Jan 14 2022,22:00,Dallas Mavericks,112,Memphis Grizzlies,85,0,16712.0,FedEx Forum,Dallas Mavericks,False,-27,27
650,Mon Jan 17 2022,15:30,Chicago Bulls,106,Memphis Grizzlies,119,0,17794.0,FedEx Forum,Memphis Grizzlies,True,13,13
665,Wed Jan 19 2022,20:00,Memphis Grizzlies,114,Milwaukee Bucks,126,0,17341.0,Fiserv Forum,Milwaukee Bucks,True,12,12
683,Fri Jan 21 2022,21:00,Memphis Grizzlies,122,Denver Nuggets,118,0,17009.0,Ball Arena,Memphis Grizzlies,False,-4,4
696,Sun Jan 23 2022,19:30,Memphis Grizzlies,91,Dallas Mavericks,104,0,19701.0,American Airlines Center,Dallas Mavericks,True,13,13
720,Wed Jan 26 2022,20:30,Memphis Grizzlies,118,San Antonio Spurs,110,0,14662.0,AT&T Center,Memphis Grizzlies,False,-8,8
729,Fri Jan 28 2022,20:00,Utah Jazz,109,Memphis Grizzlies,119,0,16916.0,FedEx Forum,Memphis Grizzlies,True,10,10
739,Sat Jan 29 2022,20:00,Washington Wizards,95,Memphis Grizzlies,115,0,17135.0,FedEx Forum,Memphis Grizzlies,True,20,20
752,Mon Jan 31 2022,19:00,Memphis Grizzlies,119,Philadelphia 76ers,122,1,20424.0,Wells Fargo Center,Philadelphia 76ers,True,3,3
