,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
10,Wed Oct 20 2021,21:00,Oklahoma City Thunder,86,Utah Jazz,107,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,21,21
25,Fri Oct 22 2021,22:00,Utah Jazz,110,Sacramento Kings,101,0,17583.0,Golden 1 Center,Utah Jazz,False,-9,9
53,Tue Oct 26 2021,22:00,Denver Nuggets,110,Utah Jazz,122,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,12,12
66,Thu Oct 28 2021,20:00,Utah Jazz,122,Houston Rockets,91,0,15858.0,Toyota Center,Utah Jazz,False,-31,31
82,Sat Oct 30 2021,20:00,Utah Jazz,99,Chicago Bulls,107,0,20668.0,United Center,Chicago Bulls,True,8,8
90,Sun Oct 31 2021,19:00,Utah Jazz,107,Milwaukee Bucks,95,0,17341.0,Fiserv Forum,Utah Jazz,False,-12,12
104,Tue Nov 2 2021,21:00,Sacramento Kings,113,Utah Jazz,119,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,6,6
119,Thu Nov 4 2021,19:30,Utah Jazz,116,Atlanta Hawks,98,0,16590.0,State Farm Arena,Utah Jazz,False,-18,18
133,Sat Nov 6 2021,19:30,Utah Jazz,115,Miami Heat,118,0,19600.0,FTX Arena,Miami Heat,True,3,3
140,Sun Nov 7 2021,18:00,Utah Jazz,100,Orlando Magic,107,0,13386.0,Amway Center,Orlando Magic,True,7,7
155,Tue Nov 9 2021,21:00,Atlanta Hawks,98,Utah Jazz,110,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,12,12
171,Thu Nov 11 2021,21:00,Indiana Pacers,111,Utah Jazz,100,0,18306.0,Vivint Smart Home Arena,Indiana Pacers,False,-11,11
184,Sat Nov 13 2021,17:00,Miami Heat,111,Utah Jazz,105,0,18306.0,Vivint Smart Home Arena,Miami Heat,False,-6,6
210,Tue Nov 16 2021,22:00,Philadelphia 76ers,85,Utah Jazz,120,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,35,35
228,Thu Nov 18 2021,21:00,Toronto Raptors,103,Utah Jazz,119,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,16,16
246,Sat Nov 20 2021,22:00,Utah Jazz,123,Sacramento Kings,105,0,13180.0,Golden 1 Center,Utah Jazz,False,-18,18
260,Mon Nov 22 2021,21:00,Memphis Grizzlies,119,Utah Jazz,118,0,18306.0,Vivint Smart Home Arena,Memphis Grizzlies,False,-1,1
275,Wed Nov 24 2021,20:00,Utah Jazz,110,Oklahoma City Thunder,104,0,14081.0,Paycom Center,Utah Jazz,False,-6,6
288,Fri Nov 26 2021,21:00,New Orleans Pelicans,98,Utah Jazz,97,0,18306.0,Vivint Smart Home Arena,New Orleans Pelicans,False,-1,1
298,Sat Nov 27 2021,21:00,New Orleans Pelicans,105,Utah Jazz,127,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,22,22
311,Mon Nov 29 2021,21:00,Portland Trail Blazers,107,Utah Jazz,129,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,22,22
338,Fri Dec 3 2021,21:00,Boston Celtics,130,Utah Jazz,137,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,7,7
348,Sun Dec 5 2021,15:30,Utah Jazz,109,Cleveland Cavaliers,108,0,18113.0,Rocket Mortgage Fieldhouse,Utah Jazz,False,-1,1
373,Wed Dec 8 2021,20:00,Utah Jazz,136,Minnesota Timberwolves,104,0,15181.0,Target Center,Utah Jazz,False,-32,32
378,Thu Dec 9 2021,19:00,Utah Jazz,118,Philadelphia 76ers,96,0,20272.0,Wells Fargo Center,Utah Jazz,False,-22,22
391,Sat Dec 11 2021,19:00,Utah Jazz,123,Washington Wizards,98,0,17575.0,Capital One Arena,Utah Jazz,False,-25,25
425,Wed Dec 15 2021,22:00,Los Angeles Clippers,103,Utah Jazz,124,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,21,21
434,Fri Dec 17 2021,21:00,San Antonio Spurs,128,Utah Jazz,126,0,18306.0,Vivint Smart Home Arena,San Antonio Spurs,False,-2,2
