,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
241,Sat Nov 20 2021,19:30,Charlotte Hornets,105,Atlanta Hawks,115,0,17320.0,State Farm Arena,Atlanta Hawks,True,10,10
254,Mon Nov 22 2021,19:30,Oklahoma City Thunder,101,Atlanta Hawks,113,0,15806.0,State Farm Arena,Atlanta Hawks,True,12,12
276,Wed Nov 24 2021,20:30,Atlanta Hawks,124,San Antonio Spurs,106,0,13161.0,AT&T Center,Atlanta Hawks,False,-18,18
284,Fri Nov 26 2021,20:00,Atlanta Hawks,132,Memphis Grizzlies,100,0,16622.0,FedEx Forum,Atlanta Hawks,False,-32,32
292,Sat Nov 27 2021,19:30,New York Knicks,99,Atlanta Hawks,90,0,17287.0,State Farm Arena,New York Knicks,False,-9,9
318,Wed Dec 1 2021,19:00,Atlanta Hawks,114,Indiana Pacers,111,0,12656.0,Gainbridge Fieldhouse,Atlanta Hawks,False,-3,3
334,Fri Dec 3 2021,19:30,Philadelphia 76ers,98,Atlanta Hawks,96,0,17092.0,State Farm Arena,Philadelphia 76ers,False,-2,2
349,Sun Dec 5 2021,18:00,Charlotte Hornets,130,Atlanta Hawks,127,0,16383.0,State Farm Arena,Charlotte Hornets,False,-3,3
358,Mon Dec 6 2021,20:00,Atlanta Hawks,121,Minnesota Timberwolves,110,0,15736.0,Target Center,Atlanta Hawks,False,-11,11
383,Fri Dec 10 2021,19:30,Brooklyn Nets,113,Atlanta Hawks,105,0,17074.0,State Farm Arena,Brooklyn Nets,False,-8,8
406,Mon Dec 13 2021,19:30,Houston Rockets,132,Atlanta Hawks,126,0,14456.0,State Farm Arena,Houston Rockets,False,-6,6
416,Wed Dec 15 2021,19:00,Atlanta Hawks,111,Orlando Magic,99,0,13576.0,Amway Center,Atlanta Hawks,False,-12,12
431,Fri Dec 17 2021,19:30,Denver Nuggets,133,Atlanta Hawks,115,0,16114.0,State Farm Arena,Denver Nuggets,False,-18,18
462,Wed Dec 22 2021,19:30,Orlando Magic,104,Atlanta Hawks,98,0,15299.0,State Farm Arena,Orlando Magic,False,-6,6
469,Thu Dec 23 2021,19:00,Atlanta Hawks,98,Philadelphia 76ers,96,0,20408.0,Wells Fargo Center,Atlanta Hawks,False,-2,2
478,Sat Dec 25 2021,24:00,Atlanta Hawks,87,New York Knicks,101,0,19812.0,Madison Square Garden (IV),New York Knicks,True,14,14
492,Mon Dec 27 2021,19:30,Chicago Bulls,130,Atlanta Hawks,118,0,17049.0,State Farm Arena,Chicago Bulls,False,-12,12
509,Wed Dec 29 2021,20:00,Atlanta Hawks,117,Chicago Bulls,131,0,21372.0,United Center,Chicago Bulls,True,14,14
521,Fri Dec 31 2021,19:30,Atlanta Hawks,121,Cleveland Cavaliers,118,0,17745.0,Rocket Mortgage Fieldhouse,Atlanta Hawks,False,-3,3
548,Mon Jan 3 2022,22:00,Atlanta Hawks,131,Portland Trail Blazers,136,0,15091.0,Moda Center,Portland Trail Blazers,True,5,5
565,Wed Jan 5 2022,22:00,Atlanta Hawks,108,Sacramento Kings,102,0,13104.0,Golden 1 Center,Atlanta Hawks,False,-6,6
577,Fri Jan 7 2022,22:00,Atlanta Hawks,118,Los Angeles Lakers,134,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True,16,16
586,Sun Jan 9 2022,15:30,Atlanta Hawks,93,Los Angeles Clippers,106,0,14836.0,Crypto.com Arena,Los Angeles Clippers,True,13,13
611,Wed Jan 12 2022,19:30,Miami Heat,115,Atlanta Hawks,91,0,15355.0,State Farm Arena,Miami Heat,False,-24,24
627,Fri Jan 14 2022,20:00,Atlanta Hawks,118,Miami Heat,124,0,19600.0,FTX Arena,Miami Heat,True,6,6
633,Sat Jan 15 2022,19:30,New York Knicks,117,Atlanta Hawks,108,0,16414.0,State Farm Arena,New York Knicks,False,-9,9
651,Mon Jan 17 2022,18:00,Milwaukee Bucks,114,Atlanta Hawks,121,0,16903.0,State Farm Arena,Atlanta Hawks,True,7,7
661,Wed Jan 19 2022,19:30,Minnesota Timberwolves,122,Atlanta Hawks,134,0,15199.0,State Farm Arena,Atlanta Hawks,True,12,12
678,Fri Jan 21 2022,19:30,Miami Heat,108,Atlanta Hawks,110,0,16385.0,State Farm Arena,Atlanta Hawks,True,2,2
694,Sun Jan 23 2022,19:00,Atlanta Hawks,113,Charlotte Hornets,91,0,15822.0,Spectrum Center,Atlanta Hawks,False,-22,22
716,Wed Jan 26 2022,19:30,Sacramento Kings,104,Atlanta Hawks,121,0,15080.0,State Farm Arena,Atlanta Hawks,True,17,17
726,Fri Jan 28 2022,19:30,Boston Celtics,92,Atlanta Hawks,108,0,16932.0,State Farm Arena,Atlanta Hawks,True,16,16
742,Sun Jan 30 2022,13:00,Los Angeles Lakers,121,Atlanta Hawks,129,0,17391.0,State Farm Arena,Atlanta Hawks,True,8,8
753,Mon Jan 31 2022,19:30,Toronto Raptors,106,Atlanta Hawks,100,0,14168.0,State Farm Arena,Toronto Raptors,False,-6,6
776,Thu Feb 3 2022,19:30,Phoenix Suns,115,Atlanta Hawks,124,0,16958.0,State Farm Arena,Atlanta Hawks,True,9,9
783,Fri Feb 4 2022,19:30,Atlanta Hawks,114,Toronto Raptors,125,0,,Scotiabank Arena,Toronto Raptors,True,11,11
799,Sun Feb 6 2022,18:00,Atlanta Hawks,94,Dallas Mavericks,103,0,19887.0,American Airlines Center,Dallas Mavericks,True,9,9
809,Tue Feb 8 2022,19:30,Indiana Pacers,112,Atlanta Hawks,133,0,14265.0,State Farm Arena,Atlanta Hawks,True,21,21
834,Fri Feb 11 2022,19:30,San Antonio Spurs,136,Atlanta Hawks,121,0,17234.0,State Farm Arena,San Antonio Spurs,False,-15,15
849,Sun Feb 13 2022,14:00,Atlanta Hawks,95,Boston Celtics,105,0,19156.0,TD Garden,Boston Celtics,True,10,10
860,Tue Feb 15 2022,19:30,Cleveland Cavaliers,116,Atlanta Hawks,124,0,15947.0,State Farm Arena,Atlanta Hawks,True,8,8
867,Wed Feb 16 2022,19:00,Atlanta Hawks,130,Orlando Magic,109,0,14398.0,Amway Center,Atlanta Hawks,False,-21,21
885,Thu Feb 24 2022,20:00,Atlanta Hawks,108,Chicago Bulls,112,0,21236.0,United Center,Chicago Bulls,True,4,4
900,Sat Feb 26 2022,19:30,Toronto Raptors,100,Atlanta Hawks,127,0,17870.0,State Farm Arena,Atlanta Hawks,True,27,27
922,Tue Mar 1 2022,19:30,Atlanta Hawks,98,Boston Celtics,107,0,19156.0,TD Garden,Boston Celtics,True,9,9
935,Thu Mar 3 2022,19:00,Chicago Bulls,124,Atlanta Hawks,130,0,17522.0,State Farm Arena,Atlanta Hawks,True,6,6
944,Fri Mar 4 2022,19:00,Atlanta Hawks,117,Washington Wizards,114,0,15927.0,Capital One Arena,Atlanta Hawks,False,-3,3
965,Mon Mar 7 2022,19:00,Atlanta Hawks,110,Detroit Pistons,113,1,14942.0,Little Caesars Arena,Detroit Pistons,True,3,3
983,Wed Mar 9 2022,20:00,Atlanta Hawks,115,Milwaukee Bucks,124,0,17341.0,Fiserv Forum,Milwaukee Bucks,True,9,9
994,Fri Mar 11 2022,19:30,Los Angeles Clippers,106,Atlanta Hawks,112,0,16862.0,State Farm Arena,Atlanta Hawks,True,6,6
1014,Sun Mar 13 2022,19:00,Indiana Pacers,128,Atlanta Hawks,131,0,17038.0,State Farm Arena,Atlanta Hawks,True,3,3
1019,Mon Mar 14 2022,19:30,Portland Trail Blazers,113,Atlanta Hawks,122,0,16432.0,State Farm Arena,Atlanta Hawks,True,9,9
1031,Wed Mar 16 2022,19:00,Atlanta Hawks,106,Charlotte Hornets,116,0,16648.0,Spectrum Center,Charlotte Hornets,True,10,10
1045,Fri Mar 18 2022,19:30,Memphis Grizzlies,105,Atlanta Hawks,120,0,18062.0,State Farm Arena,Atlanta Hawks,True,15,15
1062,Sun Mar 20 2022,18:00,New Orleans Pelicans,117,Atlanta Hawks,112,0,17123.0,State Farm Arena,New Orleans Pelicans,False,-5,5
1079,Tue Mar 22 2022,19:30,Atlanta Hawks,117,New York Knicks,111,0,19812.0,Madison Square Garden (IV),Atlanta Hawks,False,-6,6
1083,Wed Mar 23 2022,19:00,Atlanta Hawks,101,Detroit Pistons,122,0,16212.0,Little Caesars Arena,Detroit Pistons,True,21,21
1100,Fri Mar 25 2022,19:30,Golden State Warriors,110,Atlanta Hawks,121,0,17724.0,State Farm Arena,Atlanta Hawks,True,11,11
1122,Mon Mar 28 2022,19:00,Atlanta Hawks,132,Indiana Pacers,123,0,14212.0,Gainbridge Fieldhouse,Atlanta Hawks,False,-9,9
1141,Wed Mar 30 2022,20:00,Atlanta Hawks,136,Oklahoma City Thunder,118,0,15595.0,Paycom Center,Atlanta Hawks,False,-18,18
1146,Thu Mar 31 2022,19:30,Cleveland Cavaliers,107,Atlanta Hawks,131,0,17491.0,State Farm Arena,Atlanta Hawks,True,24,24
1162,Sat Apr 2 2022,19:30,Brooklyn Nets,115,Atlanta Hawks,122,0,18126.0,State Farm Arena,Atlanta Hawks,True,7,7
1181,Tue Apr 5 2022,19:30,Atlanta Hawks,108,Toronto Raptors,118,0,19800.0,Scotiabank Arena,Toronto Raptors,True,10,10
1191,Wed Apr 6 2022,20:00,Washington Wizards,103,Atlanta Hawks,118,0,17381.0,State Farm Arena,Atlanta Hawks,True,15,15
1207,Fri Apr 8 2022,20:00,Atlanta Hawks,109,Miami Heat,113,0,19993.0,FTX Arena,Miami Heat,True,4,4
1218,Sun Apr 10 2022,15:30,Atlanta Hawks,130,Houston Rockets,114,0,18055.0,Toyota Center,Atlanta Hawks,False,-16,16
1232,Wed Apr 13 2022,19:00,Charlotte Hornets,103,Atlanta Hawks,132,0,18137.0,State Farm Arena,Atlanta Hawks,True,29,29
1234,Fri Apr 15 2022,19:30,Atlanta Hawks,107,Cleveland Cavaliers,101,0,19432.0,Rocket Mortgage Fieldhouse,Atlanta Hawks,False,-6,6
1240,Sun Apr 17 2022,13:00,Atlanta Hawks,91,Miami Heat,115,0,19514.0,FTX Arena,Miami Heat,True,24,24
1247,Tue Apr 19 2022,19:30,Atlanta Hawks,105,Miami Heat,115,0,19950.0,FTX Arena,Miami Heat,True,10,10
1256,Fri Apr 22 2022,19:45,Miami Heat,110,Atlanta Hawks,111,0,18421.0,State Farm Arena,Atlanta Hawks,True,1,1
1265,Sun Apr 24 2022,19:00,Miami Heat,110,Atlanta Hawks,86,0,18951.0,State Farm Arena,Miami Heat,False,-24,24
1270,Tue Apr 26 2022,19:00,Atlanta Hawks,94,Miami Heat,97,0,19553.0,FTX Arena,Miami Heat,True,3,3
