,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
776,Thu Feb 3 2022,7:30p,Phoenix Suns,115,Atlanta Hawks,124,0,16958.0,State Farm Arena,Atlanta Hawks,True
791,Sat Feb 5 2022,7:00p,Phoenix Suns,95,Washington Wizards,80,0,18058.0,Capital One Arena,Phoenix Suns,False
805,Mon Feb 7 2022,8:00p,Phoenix Suns,127,Chicago Bulls,124,0,20615.0,United Center,Phoenix Suns,False
808,Tue Feb 8 2022,7:00p,Phoenix Suns,114,Philadelphia 76ers,109,0,20720.0,Wells Fargo Center,Phoenix Suns,False
830,Thu Feb 10 2022,10:00p,Milwaukee Bucks,107,Phoenix Suns,131,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
848,Sat Feb 12 2022,9:00p,Orlando Magic,105,Phoenix Suns,132,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
866,Tue Feb 15 2022,10:00p,Los Angeles Clippers,96,Phoenix Suns,103,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
875,Wed Feb 16 2022,9:00p,Houston Rockets,121,Phoenix Suns,124,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
887,Thu Feb 24 2022,8:00p,Phoenix Suns,124,Oklahoma City Thunder,104,0,14176.0,Paycom Center,Phoenix Suns,False
896,Fri Feb 25 2022,9:00p,New Orleans Pelicans,117,Phoenix Suns,102,0,17071.0,Phoenix Suns Arena,New Orleans Pelicans,False
907,Sun Feb 27 2022,3:30p,Utah Jazz,118,Phoenix Suns,114,0,17071.0,Phoenix Suns Arena,Utah Jazz,False
934,Wed Mar 2 2022,10:00p,Portland Trail Blazers,90,Phoenix Suns,120,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
950,Fri Mar 4 2022,10:00p,New York Knicks,114,Phoenix Suns,115,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
958,Sun Mar 6 2022,3:30p,Phoenix Suns,122,Milwaukee Bucks,132,0,17495.0,Fiserv Forum,Milwaukee Bucks,True
975,Tue Mar 8 2022,7:00p,Phoenix Suns,102,Orlando Magic,99,0,14024.0,Amway Center,Phoenix Suns,False
981,Wed Mar 9 2022,7:30p,Phoenix Suns,111,Miami Heat,90,0,19600.0,FTX Arena,Phoenix Suns,False
1001,Fri Mar 11 2022,9:00p,Toronto Raptors,117,Phoenix Suns,112,0,17071.0,Phoenix Suns Arena,Toronto Raptors,False
1017,Sun Mar 13 2022,9:00p,Los Angeles Lakers,111,Phoenix Suns,140,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1030,Tue Mar 15 2022,8:00p,Phoenix Suns,131,New Orleans Pelicans,115,0,16789.0,Smoothie King Center,Phoenix Suns,False
1036,Wed Mar 16 2022,8:00p,Phoenix Suns,129,Houston Rockets,112,0,18055.0,Toyota Center,Phoenix Suns,False
1054,Fri Mar 18 2022,10:00p,Chicago Bulls,102,Phoenix Suns,129,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1064,Sun Mar 20 2022,6:00p,Phoenix Suns,127,Sacramento Kings,124,1,17583.0,Golden 1 Center,Phoenix Suns,False
1088,Wed Mar 23 2022,8:00p,Phoenix Suns,125,Minnesota Timberwolves,116,0,17136.0,Target Center,Phoenix Suns,False
1097,Thu Mar 24 2022,9:00p,Phoenix Suns,140,Denver Nuggets,130,0,19520.0,Ball Arena,Phoenix Suns,False
1115,Sun Mar 27 2022,6:00p,Philadelphia 76ers,104,Phoenix Suns,114,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1143,Wed Mar 30 2022,10:00p,Phoenix Suns,107,Golden State Warriors,103,0,18064.0,Chase Center,Phoenix Suns,False
1154,Fri Apr 1 2022,8:00p,Phoenix Suns,114,Memphis Grizzlies,122,0,17794.0,FedEx Forum,Memphis Grizzlies,True
1172,Sun Apr 3 2022,7:00p,Phoenix Suns,96,Oklahoma City Thunder,117,0,17078.0,Paycom Center,Oklahoma City Thunder,True
1188,Tue Apr 5 2022,10:30p,Los Angeles Lakers,110,Phoenix Suns,121,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1194,Wed Apr 6 2022,10:00p,Phoenix Suns,109,Los Angeles Clippers,113,0,19068.0,Crypto.com Arena,Los Angeles Clippers,True
1209,Fri Apr 8 2022,9:30p,Phoenix Suns,111,Utah Jazz,105,0,18306.0,Vivint Smart Home Arena,Phoenix Suns,False
1228,Sun Apr 10 2022,9:30p,Sacramento Kings,116,Phoenix Suns,109,0,17071.0,Phoenix Suns Arena,Sacramento Kings,False
1243,Sun Apr 17 2022,9:00p,New Orleans Pelicans,99,Phoenix Suns,110,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1249,Tue Apr 19 2022,10:00p,New Orleans Pelicans,125,Phoenix Suns,114,0,17071.0,Phoenix Suns Arena,New Orleans Pelicans,False
1258,Fri Apr 22 2022,10:00p,Phoenix Suns,114,New Orleans Pelicans,111,0,18962.0,Smoothie King Center,Phoenix Suns,False
1266,Sun Apr 24 2022,9:30p,Phoenix Suns,103,New Orleans Pelicans,118,0,18962.0,Smoothie King Center,New Orleans Pelicans,True
1272,Tue Apr 26 2022,10:00p,New Orleans Pelicans,97,Phoenix Suns,112,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1276,Thu Apr 28 2022,7:30p,Phoenix Suns,115,New Orleans Pelicans,109,0,18710.0,Smoothie King Center,Phoenix Suns,False
1282,Mon May 2 2022,10:00p,Dallas Mavericks,114,Phoenix Suns,121,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1286,Wed May 4 2022,10:00p,Dallas Mavericks,109,Phoenix Suns,129,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1288,Fri May 6 2022,9:30p,Phoenix Suns,94,Dallas Mavericks,103,0,20777.0,American Airlines Center,Dallas Mavericks,True
1291,Sun May 8 2022,3:30p,Phoenix Suns,101,Dallas Mavericks,111,0,20610.0,American Airlines Center,Dallas Mavericks,True
1296,Tue May 10 2022,10:00p,Dallas Mavericks,80,Phoenix Suns,110,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1300,Thu May 12 2022,9:30p,Phoenix Suns,86,Dallas Mavericks,113,0,20777.0,American Airlines Center,Dallas Mavericks,True
1304,Sun May 15 2022,8:00p,Dallas Mavericks,123,Phoenix Suns,90,0,17071.0,Phoenix Suns Arena,Dallas Mavericks,False
