,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
756,Mon Jan 31 2022,8:00p,Golden State Warriors,122,Houston Rockets,108,0,16146.0,Toyota Center,Golden State Warriors,False
769,Wed Feb 2 2022,8:00p,Cleveland Cavaliers,104,Houston Rockets,115,0,14163.0,Toyota Center,Houston Rockets,True
784,Fri Feb 4 2022,8:30p,Houston Rockets,106,San Antonio Spurs,131,0,15344.0,AT&T Center,San Antonio Spurs,True
801,Sun Feb 6 2022,7:00p,New Orleans Pelicans,120,Houston Rockets,107,0,15702.0,Toyota Center,New Orleans Pelicans,False
812,Tue Feb 8 2022,8:00p,Houston Rockets,97,New Orleans Pelicans,110,0,15121.0,Smoothie King Center,New Orleans Pelicans,True
827,Thu Feb 10 2022,8:00p,Toronto Raptors,139,Houston Rockets,120,0,16129.0,Toyota Center,Toronto Raptors,False
858,Mon Feb 14 2022,9:00p,Houston Rockets,101,Utah Jazz,135,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
875,Wed Feb 16 2022,9:00p,Houston Rockets,121,Phoenix Suns,124,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
882,Thu Feb 17 2022,10:30p,Houston Rockets,111,Los Angeles Clippers,142,0,17519.0,Crypto.com Arena,Los Angeles Clippers,True
892,Fri Feb 25 2022,7:00p,Houston Rockets,111,Orlando Magic,119,0,16631.0,Amway Center,Orlando Magic,True
910,Sun Feb 27 2022,7:00p,Los Angeles Clippers,99,Houston Rockets,98,0,14324.0,Toyota Center,Los Angeles Clippers,False
924,Tue Mar 1 2022,8:00p,Los Angeles Clippers,113,Houston Rockets,100,0,12949.0,Toyota Center,Los Angeles Clippers,False
930,Wed Mar 2 2022,8:00p,Utah Jazz,132,Houston Rockets,127,1,13583.0,Toyota Center,Utah Jazz,False
949,Fri Mar 4 2022,9:00p,Houston Rockets,101,Denver Nuggets,116,0,16254.0,Ball Arena,Denver Nuggets,True
960,Sun Mar 6 2022,7:00p,Memphis Grizzlies,112,Houston Rockets,123,0,18055.0,Toyota Center,Houston Rockets,True
967,Mon Mar 7 2022,7:30p,Houston Rockets,106,Miami Heat,123,0,19600.0,FTX Arena,Miami Heat,True
982,Wed Mar 9 2022,8:00p,Los Angeles Lakers,130,Houston Rockets,139,1,18055.0,Toyota Center,Houston Rockets,True
996,Fri Mar 11 2022,8:00p,Dallas Mavericks,113,Houston Rockets,100,0,15060.0,Toyota Center,Dallas Mavericks,False
1015,Sun Mar 13 2022,7:00p,Houston Rockets,105,New Orleans Pelicans,130,0,15683.0,Smoothie King Center,New Orleans Pelicans,True
1036,Wed Mar 16 2022,8:00p,Phoenix Suns,129,Houston Rockets,112,0,18055.0,Toyota Center,Phoenix Suns,False
1050,Fri Mar 18 2022,8:00p,Indiana Pacers,121,Houston Rockets,118,0,13748.0,Toyota Center,Indiana Pacers,False
1060,Sun Mar 20 2022,3:30p,Memphis Grizzlies,122,Houston Rockets,98,0,18055.0,Toyota Center,Memphis Grizzlies,False
1075,Mon Mar 21 2022,8:00p,Washington Wizards,97,Houston Rockets,115,0,13936.0,Toyota Center,Houston Rockets,True
1090,Wed Mar 23 2022,8:30p,Houston Rockets,91,Dallas Mavericks,110,0,20026.0,American Airlines Center,Dallas Mavericks,True
1103,Fri Mar 25 2022,10:00p,Houston Rockets,125,Portland Trail Blazers,106,0,16947.0,Moda Center,Houston Rockets,False
1112,Sat Mar 26 2022,10:00p,Houston Rockets,115,Portland Trail Blazers,98,0,17821.0,Moda Center,Houston Rockets,False
1126,Mon Mar 28 2022,8:00p,San Antonio Spurs,123,Houston Rockets,120,0,18055.0,Toyota Center,San Antonio Spurs,False
1140,Wed Mar 30 2022,8:00p,Sacramento Kings,121,Houston Rockets,118,0,13365.0,Toyota Center,Sacramento Kings,False
1153,Fri Apr 1 2022,8:00p,Sacramento Kings,122,Houston Rockets,117,0,14857.0,Toyota Center,Sacramento Kings,False
1171,Sun Apr 3 2022,7:00p,Minnesota Timberwolves,139,Houston Rockets,132,0,16539.0,Toyota Center,Minnesota Timberwolves,False
1179,Tue Apr 5 2022,7:30p,Houston Rockets,105,Brooklyn Nets,118,0,17768.0,Barclays Center,Brooklyn Nets,True
1205,Fri Apr 8 2022,7:30p,Houston Rockets,115,Toronto Raptors,117,0,19800.0,Scotiabank Arena,Toronto Raptors,True
1218,Sun Apr 10 2022,3:30p,Atlanta Hawks,130,Houston Rockets,114,0,18055.0,Toyota Center,Atlanta Hawks,False
