,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
13,Thu Oct 21 2021,7:30p,Dallas Mavericks,87,Atlanta Hawks,113,0,17162.0,State Farm Arena,Atlanta Hawks,True
28,Sat Oct 23 2021,7:30p,Dallas Mavericks,103,Toronto Raptors,95,0,19800.0,Scotiabank Arena,Dallas Mavericks,False
52,Tue Oct 26 2021,8:30p,Houston Rockets,106,Dallas Mavericks,116,0,19337.0,American Airlines Center,Dallas Mavericks,True
68,Thu Oct 28 2021,8:30p,San Antonio Spurs,99,Dallas Mavericks,104,0,19228.0,American Airlines Center,Dallas Mavericks,True
74,Fri Oct 29 2021,10:00p,Dallas Mavericks,75,Denver Nuggets,106,0,18315.0,Ball Arena,Denver Nuggets,True
88,Sun Oct 31 2021,3:30p,Sacramento Kings,99,Dallas Mavericks,105,0,19231.0,American Airlines Center,Dallas Mavericks,True
103,Tue Nov 2 2021,7:30p,Miami Heat,125,Dallas Mavericks,110,0,19255.0,American Airlines Center,Miami Heat,False
115,Wed Nov 3 2021,8:30p,Dallas Mavericks,109,San Antonio Spurs,108,0,16356.0,AT&T Center,Dallas Mavericks,False
135,Sat Nov 6 2021,8:30p,Boston Celtics,104,Dallas Mavericks,107,0,20052.0,American Airlines Center,Dallas Mavericks,True
149,Mon Nov 8 2021,8:30p,New Orleans Pelicans,92,Dallas Mavericks,108,0,19231.0,American Airlines Center,Dallas Mavericks,True
162,Wed Nov 10 2021,8:00p,Dallas Mavericks,107,Chicago Bulls,117,0,20910.0,United Center,Chicago Bulls,True
180,Fri Nov 12 2021,8:30p,Dallas Mavericks,123,San Antonio Spurs,109,0,13425.0,AT&T Center,Dallas Mavericks,False
203,Mon Nov 15 2021,8:00p,Denver Nuggets,101,Dallas Mavericks,111,0,19797.0,American Airlines Center,Dallas Mavericks,True
221,Wed Nov 17 2021,10:00p,Dallas Mavericks,98,Phoenix Suns,105,0,14838.0,Phoenix Suns Arena,Phoenix Suns,True
236,Fri Nov 19 2021,10:00p,Dallas Mavericks,104,Phoenix Suns,112,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
247,Sun Nov 21 2021,3:30p,Dallas Mavericks,91,Los Angeles Clippers,97,0,17149.0,Crypto.com Arena,Los Angeles Clippers,True
265,Tue Nov 23 2021,10:30p,Dallas Mavericks,112,Los Angeles Clippers,104,1,17067.0,Crypto.com Arena,Dallas Mavericks,False
297,Sat Nov 27 2021,8:30p,Washington Wizards,120,Dallas Mavericks,114,0,20223.0,American Airlines Center,Washington Wizards,False
309,Mon Nov 29 2021,8:30p,Cleveland Cavaliers,114,Dallas Mavericks,96,0,19229.0,American Airlines Center,Cleveland Cavaliers,False
324,Wed Dec 1 2021,8:00p,Dallas Mavericks,139,New Orleans Pelicans,107,0,15558.0,Smoothie King Center,Dallas Mavericks,False
337,Fri Dec 3 2021,8:30p,New Orleans Pelicans,107,Dallas Mavericks,91,0,19218.0,American Airlines Center,New Orleans Pelicans,False
344,Sat Dec 4 2021,8:30p,Memphis Grizzlies,97,Dallas Mavericks,90,0,19396.0,American Airlines Center,Memphis Grizzlies,False
362,Tue Dec 7 2021,7:30p,Brooklyn Nets,102,Dallas Mavericks,99,0,19559.0,American Airlines Center,Brooklyn Nets,False
372,Wed Dec 8 2021,8:00p,Dallas Mavericks,104,Memphis Grizzlies,96,0,14025.0,FedEx Forum,Dallas Mavericks,False
382,Fri Dec 10 2021,7:00p,Dallas Mavericks,93,Indiana Pacers,106,0,12618.0,Gainbridge Fieldhouse,Indiana Pacers,True
399,Sun Dec 12 2021,7:00p,Dallas Mavericks,103,Oklahoma City Thunder,84,0,15747.0,Paycom Center,Dallas Mavericks,False
409,Mon Dec 13 2021,8:30p,Charlotte Hornets,96,Dallas Mavericks,120,0,19213.0,American Airlines Center,Dallas Mavericks,True
418,Wed Dec 15 2021,7:30p,Los Angeles Lakers,107,Dallas Mavericks,104,1,20270.0,American Airlines Center,Los Angeles Lakers,False
449,Sun Dec 19 2021,8:00p,Dallas Mavericks,105,Minnesota Timberwolves,111,0,16127.0,Target Center,Minnesota Timberwolves,True
460,Tue Dec 21 2021,8:30p,Minnesota Timberwolves,102,Dallas Mavericks,114,0,20056.0,American Airlines Center,Dallas Mavericks,True
472,Thu Dec 23 2021,8:30p,Milwaukee Bucks,102,Dallas Mavericks,95,0,19654.0,American Airlines Center,Milwaukee Bucks,False
482,Sat Dec 25 2021,10:30p,Dallas Mavericks,116,Utah Jazz,120,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
