,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
1,Tue Oct 19 2021,10:00p,Golden State Warriors,121,Los Angeles Lakers,114,0,18997.0,Crypto.com Arena,Golden State Warriors,False
15,Thu Oct 21 2021,10:00p,Los Angeles Clippers,113,Golden State Warriors,115,0,18064.0,Chase Center,Golden State Warriors,True
38,Sun Oct 24 2021,9:00p,Golden State Warriors,119,Sacramento Kings,107,0,13876.0,Golden 1 Center,Golden State Warriors,False
50,Tue Oct 26 2021,8:00p,Golden State Warriors,106,Oklahoma City Thunder,98,0,0.0,Paycom Center,Golden State Warriors,False
69,Thu Oct 28 2021,10:00p,Memphis Grizzlies,104,Golden State Warriors,101,1,18064.0,Chase Center,Memphis Grizzlies,False
85,Sat Oct 30 2021,8:30p,Oklahoma City Thunder,82,Golden State Warriors,103,0,18064.0,Chase Center,Golden State Warriors,True
116,Wed Nov 3 2021,10:00p,Charlotte Hornets,92,Golden State Warriors,114,0,18064.0,Chase Center,Golden State Warriors,True
129,Fri Nov 5 2021,10:00p,New Orleans Pelicans,85,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True
144,Sun Nov 7 2021,8:30p,Houston Rockets,107,Golden State Warriors,120,0,18064.0,Chase Center,Golden State Warriors,True
151,Mon Nov 8 2021,10:00p,Atlanta Hawks,113,Golden State Warriors,127,0,18064.0,Chase Center,Golden State Warriors,True
168,Wed Nov 10 2021,10:00p,Minnesota Timberwolves,110,Golden State Warriors,123,0,18064.0,Chase Center,Golden State Warriors,True
182,Fri Nov 12 2021,10:00p,Chicago Bulls,93,Golden State Warriors,119,0,18064.0,Chase Center,Golden State Warriors,True
193,Sun Nov 14 2021,7:00p,Golden State Warriors,102,Charlotte Hornets,106,0,19559.0,Spectrum Center,Charlotte Hornets,True
209,Tue Nov 16 2021,7:30p,Golden State Warriors,117,Brooklyn Nets,99,0,17732.0,Barclays Center,Golden State Warriors,False
223,Thu Nov 18 2021,7:30p,Golden State Warriors,104,Cleveland Cavaliers,89,0,19432.0,Rocket Mortgage Fieldhouse,Golden State Warriors,False
230,Fri Nov 19 2021,7:00p,Golden State Warriors,105,Detroit Pistons,102,0,20088.0,Little Caesars Arena,Golden State Warriors,False
251,Sun Nov 21 2021,8:30p,Toronto Raptors,104,Golden State Warriors,119,0,18064.0,Chase Center,Golden State Warriors,True
277,Wed Nov 24 2021,10:00p,Philadelphia 76ers,96,Golden State Warriors,116,0,18064.0,Chase Center,Golden State Warriors,True
289,Fri Nov 26 2021,10:00p,Portland Trail Blazers,103,Golden State Warriors,118,0,18064.0,Chase Center,Golden State Warriors,True
299,Sun Nov 28 2021,3:30p,Golden State Warriors,105,Los Angeles Clippers,90,0,19068.0,Crypto.com Arena,Golden State Warriors,False
315,Tue Nov 30 2021,10:00p,Golden State Warriors,96,Phoenix Suns,104,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
339,Fri Dec 3 2021,10:00p,Phoenix Suns,96,Golden State Warriors,118,0,18064.0,Chase Center,Golden State Warriors,True
345,Sat Dec 4 2021,8:30p,San Antonio Spurs,112,Golden State Warriors,107,0,18064.0,Chase Center,San Antonio Spurs,False
360,Mon Dec 6 2021,10:00p,Orlando Magic,95,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True
375,Wed Dec 8 2021,10:00p,Portland Trail Blazers,94,Golden State Warriors,104,0,18064.0,Chase Center,Golden State Warriors,True
395,Sat Dec 11 2021,8:30p,Golden State Warriors,93,Philadelphia 76ers,102,0,21016.0,Wells Fargo Center,Philadelphia 76ers,True
404,Mon Dec 13 2021,7:00p,Golden State Warriors,102,Indiana Pacers,100,0,17018.0,Gainbridge Fieldhouse,Golden State Warriors,False
413,Tue Dec 14 2021,7:30p,Golden State Warriors,105,New York Knicks,96,0,19812.0,Madison Square Garden (IV),Golden State Warriors,False
432,Fri Dec 17 2021,7:30p,Golden State Warriors,111,Boston Celtics,107,0,19156.0,TD Garden,Golden State Warriors,False
441,Sat Dec 18 2021,7:30p,Golden State Warriors,100,Toronto Raptors,119,0,7988.0,Scotiabank Arena,Toronto Raptors,True
455,Mon Dec 20 2021,10:00p,Sacramento Kings,98,Golden State Warriors,113,0,18064.0,Chase Center,Golden State Warriors,True
476,Thu Dec 23 2021,10:00p,Memphis Grizzlies,104,Golden State Warriors,113,0,18064.0,Chase Center,Golden State Warriors,True
480,Sat Dec 25 2021,5:00p,Golden State Warriors,116,Phoenix Suns,107,0,17071.0,Phoenix Suns Arena,Golden State Warriors,False
504,Tue Dec 28 2021,10:00p,Denver Nuggets,89,Golden State Warriors,86,0,18064.0,Chase Center,Denver Nuggets,False
532,Sat Jan 1 2022,9:00p,Golden State Warriors,123,Utah Jazz,116,0,18306.0,Vivint Smart Home Arena,Golden State Warriors,False
547,Mon Jan 3 2022,10:00p,Miami Heat,108,Golden State Warriors,115,0,18064.0,Chase Center,Golden State Warriors,True
559,Wed Jan 5 2022,7:30p,Golden State Warriors,82,Dallas Mavericks,99,0,20441.0,American Airlines Center,Dallas Mavericks,True
